Instance, TimeLimit, Solver, Objective Value
pythago7824.mps, 10, gurobi(exact), N/A
pythago7824.mps, 10, gurobi(heur), N/A
pythago7824.mps, 10, FJ, N/A
pythago7824.mps, 10, highs, N/A
pythago7824.mps, 10, cplex, N/A
pythago7824.mps, 10, Local-ILP, N/A
pythago7825.mps, 10, SCIP, N/A
pythago7825.mps, 10, gurobi(exact), N/A
pythago7825.mps, 10, gurobi(heur), N/A
pythago7825.mps, 10, FJ, N/A
pythago7825.mps, 10, highs, N/A
pythago7825.mps, 10, cplex, N/A
pythago7825.mps, 10, Local-ILP, N/A
queens-30.mps, 10, SCIP, -33.0
queens-30.mps, 10, gurobi(exact), -36.0
queens-30.mps, 10, gurobi(heur), -36.0
queens-30.mps, 10, FJ, -1.0
queens-30.mps, 10, highs, -2.0
queens-30.mps, 10, cplex, -28.0
queens-30.mps, 10, Local-ILP, -38.0
rail03.mps, 10, SCIP, N/A
rail03.mps, 10, gurobi(exact), N/A
rail03.mps, 10, gurobi(heur), N/A
rail03.mps, 10, FJ, N/A
rail03.mps, 10, highs, N/A
rail03.mps, 10, cplex, N/A
rail03.mps, 10, Local-ILP, N/A
ramos3.mps, 10, SCIP, 242.0
ramos3.mps, 10, gurobi(exact), 542.0
ramos3.mps, 10, gurobi(heur), 542.0
ramos3.mps, 10, FJ, 272.0
ramos3.mps, 10, highs, N/A
ramos3.mps, 10, cplex, 2187.0
ramos3.mps, 10, Local-ILP, 216.0
reblock354.mps, 10, SCIP, -34304328.418016
reblock354.mps, 10, gurobi(exact), -25307700.0
reblock354.mps, 10, gurobi(heur), -38715400.0
reblock354.mps, 10, FJ, 0.0
reblock354.mps, 10, highs, N/A
reblock354.mps, 10, cplex, -38935306.311
reblock354.mps, 10, Local-ILP, -32233431.925997037
rmine10.mps, 10, SCIP, -420.880616
rmine10.mps, 10, gurobi(exact), -289.29
rmine10.mps, 10, gurobi(heur), -289.29
rmine10.mps, 10, FJ, 0.0
rmine10.mps, 10, highs, N/A
rmine10.mps, 10, cplex, 0.0
rmine10.mps, 10, Local-ILP, -1843.446488
rmine11.mps, 10, SCIP, 0.0
rmine11.mps, 10, gurobi(exact), -320.631
rmine11.mps, 10, gurobi(heur), -320.631
rmine11.mps, 10, FJ, 0.0
rmine11.mps, 10, highs, N/A
rmine11.mps, 10, cplex, 0.0
rmine11.mps, 10, Local-ILP, -2193.339884
rmine13.mps, 10, SCIP, 0.0
rmine13.mps, 10, gurobi(exact), -335.379
rmine13.mps, 10, gurobi(heur), -335.379
rmine13.mps, 10, FJ, 0.0
rmine13.mps, 10, highs, N/A
rmine13.mps, 10, cplex, 0.0
rmine13.mps, 10, Local-ILP, -869.5923129999999
rmine14.mps, 10, SCIP, 0.0
rmine14.mps, 10, gurobi(exact), -308.697
rmine14.mps, 10, gurobi(heur), -308.697
rmine14.mps, 10, FJ, 0.0
rmine14.mps, 10, highs, N/A
rmine14.mps, 10, cplex, 0.0
rmine14.mps, 10, Local-ILP, -648.7356719999999
rmine15.mps, 10, SCIP, 0.0
rmine15.mps, 10, gurobi(exact), -291.168
rmine15.mps, 10, gurobi(heur), -291.168
rmine15.mps, 10, FJ, 0.0
rmine15.mps, 10, highs, N/A
rmine15.mps, 10, cplex, 0.0
rmine15.mps, 10, Local-ILP, -610.3868759999999
rmine21.mps, 10, SCIP, 0.0
rmine21.mps, 10, gurobi(exact), -214.184
rmine21.mps, 10, gurobi(heur), -214.184
rmine21.mps, 10, FJ, 0.0
rmine21.mps, 10, highs, N/A
rmine21.mps, 10, cplex, 0.0
rmine21.mps, 10, Local-ILP, -176.740064
rmine25.mps, 10, SCIP, 0.0
rmine25.mps, 10, gurobi(exact), -185.328
rmine25.mps, 10, gurobi(heur), -185.328
rmine25.mps, 10, FJ, N/A
rmine25.mps, 10, highs, N/A
rmine25.mps, 10, cplex, 0.0
rmine25.mps, 10, Local-ILP, 0.0
rococoC11-010100.mps, 10, SCIP, 23556.0
rococoC11-010100.mps, 10, gurobi(exact), 28903.0
rococoC11-010100.mps, 10, gurobi(heur), 38158.0
rococoC11-010100.mps, 10, FJ, N/A
rococoC11-010100.mps, 10, highs, 143170.0
rococoC11-010100.mps, 10, cplex, 27141.0
rococoC11-010100.mps, 10, Local-ILP, 23341.0
rococoC12-010001.mps, 10, SCIP, 90053.0
rococoC12-010001.mps, 10, gurobi(exact), 42709.0
rococoC12-010001.mps, 10, gurobi(heur), 39659.0
rococoC12-010001.mps, 10, FJ, N/A
rococoC12-010001.mps, 10, highs, 117774.0
rococoC12-010001.mps, 10, cplex, 43545.0
rococoC12-010001.mps, 10, Local-ILP, 46601.0
rococoC12-111000.mps, 10, SCIP, 88111.0
rococoC12-111000.mps, 10, gurobi(exact), 39585.0
rococoC12-111000.mps, 10, gurobi(heur), 38862.0
rococoC12-111000.mps, 10, FJ, N/A
rococoC12-111000.mps, 10, highs, 40325.0
rococoC12-111000.mps, 10, cplex, 41596.0
rococoC12-111000.mps, 10, Local-ILP, 42813.0
s100.mps, 10, SCIP, N/A
s100.mps, 10, gurobi(exact), -0.0394471
s100.mps, 10, gurobi(heur), -0.0394471
s100.mps, 10, FJ, N/A
s100.mps, 10, highs, N/A
s100.mps, 10, cplex, N/A
s100.mps, 10, Local-ILP, -0.14215652812708
s1234.mps, 10, SCIP, N/A
s1234.mps, 10, gurobi(exact), 299.0
s1234.mps, 10, gurobi(heur), 299.0
s1234.mps, 10, FJ, 328.0
s1234.mps, 10, highs, N/A
s1234.mps, 10, cplex, N/A
s1234.mps, 10, Local-ILP, 349.0
scpj4scip.mps, 10, SCIP, 2942.0
scpj4scip.mps, 10, gurobi(exact), 198.0
scpj4scip.mps, 10, gurobi(heur), 198.0
scpj4scip.mps, 10, FJ, 6568.0
scpj4scip.mps, 10, highs, N/A
scpj4scip.mps, 10, cplex, 162.0
scpj4scip.mps, 10, Local-ILP, 3845.0
scpk4.mps, 10, SCIP, 6742.0
scpk4.mps, 10, gurobi(exact), 367.0
scpk4.mps, 10, gurobi(heur), 367.0
scpk4.mps, 10, FJ, 15080.0
scpk4.mps, 10, highs, N/A
scpk4.mps, 10, cplex, 5050839.0
scpk4.mps, 10, Local-ILP, 8032.0
scpl4.mps, 10, SCIP, 10112360.0
scpl4.mps, 10, gurobi(exact), 40800.0
scpl4.mps, 10, gurobi(heur), 40800.0
scpl4.mps, 10, FJ, 14436.0
scpl4.mps, 10, highs, N/A
scpl4.mps, 10, cplex, 10117913.0
scpl4.mps, 10, Local-ILP, 8721.0
scpm1.mps, 10, SCIP, 25254186.0
scpm1.mps, 10, gurobi(exact), 86800.0
scpm1.mps, 10, gurobi(heur), 86800.0
scpm1.mps, 10, FJ, 31911.0
scpm1.mps, 10, highs, N/A
scpm1.mps, 10, cplex, 25254186.0
scpm1.mps, 10, Local-ILP, 20125.0
scpn2.mps, 10, SCIP, N/A
scpn2.mps, 10, gurobi(exact), 84900.0
scpn2.mps, 10, gurobi(heur), 84900.0
scpn2.mps, 10, FJ, 31110.0
scpn2.mps, 10, highs, N/A
scpn2.mps, 10, cplex, 50506522.0
scpn2.mps, 10, Local-ILP, 20460.0
seymour-disj-10.mps, 10, SCIP, 361.0
seymour-disj-10.mps, 10, gurobi(exact), 293.0
seymour-disj-10.mps, 10, gurobi(heur), 293.0
seymour-disj-10.mps, 10, FJ, 374.0
seymour-disj-10.mps, 10, highs, 540.0
seymour-disj-10.mps, 10, cplex, 292.99999999
seymour-disj-10.mps, 10, Local-ILP, 291.0
seymour.mps, 10, SCIP, 431.0
seymour.mps, 10, gurobi(exact), 431.0
seymour.mps, 10, gurobi(heur), 431.0
seymour.mps, 10, FJ, 477.0
seymour.mps, 10, highs, 430.0
seymour.mps, 10, cplex, 439.0
seymour.mps, 10, Local-ILP, 440.0
sorrell3.mps, 10, SCIP, -11.0
sorrell3.mps, 10, gurobi(exact), -14.0
sorrell3.mps, 10, gurobi(heur), -14.0
sorrell3.mps, 10, FJ, -1.0
sorrell3.mps, 10, highs, -1.0
sorrell3.mps, 10, cplex, -14.0
sorrell3.mps, 10, Local-ILP, -13.0
sorrell4.mps, 10, SCIP, 0.0
sorrell4.mps, 10, gurobi(exact), -16.0
sorrell4.mps, 10, gurobi(heur), -16.0
sorrell4.mps, 10, FJ, -1.0
sorrell4.mps, 10, highs, N/A
sorrell4.mps, 10, cplex, -19.0
sorrell4.mps, 10, Local-ILP, -18.0
sorrell7.mps, 10, SCIP, -154.0
sorrell7.mps, 10, gurobi(exact), -151.0
sorrell7.mps, 10, gurobi(heur), -151.0
sorrell7.mps, 10, FJ, -1.0
sorrell7.mps, 10, highs, -2.0
sorrell7.mps, 10, cplex, -2.0
sorrell7.mps, 10, Local-ILP, -176.0
sp97ar.mps, 10, SCIP, 784675182.920001
sp97ar.mps, 10, gurobi(exact), 677958000.0
sp97ar.mps, 10, gurobi(heur), 679109000.0
sp97ar.mps, 10, FJ, 1723979826.04
sp97ar.mps, 10, highs, N/A
sp97ar.mps, 10, cplex, 666640833.2
sp97ar.mps, 10, Local-ILP, 947920837.64
splice1k1.mps, 10, SCIP, N/A
splice1k1.mps, 10, gurobi(exact), -121.0
splice1k1.mps, 10, gurobi(heur), -121.0
splice1k1.mps, 10, FJ, -3.0
splice1k1.mps, 10, highs, N/A
splice1k1.mps, 10, cplex, 0.0
splice1k1.mps, 10, Local-ILP, -30.0
stp3d.mps, 10, SCIP, N/A
stp3d.mps, 10, gurobi(exact), N/A
stp3d.mps, 10, gurobi(heur), N/A
stp3d.mps, 10, FJ, N/A
stp3d.mps, 10, highs, N/A
stp3d.mps, 10, cplex, N/A
stp3d.mps, 10, Local-ILP, N/A
sts405.mps, 10, SCIP, 350.0
sts405.mps, 10, gurobi(exact), 348.0
sts405.mps, 10, gurobi(heur), 348.0
sts405.mps, 10, FJ, 349.0
sts405.mps, 10, highs, 403.0
sts405.mps, 10, cplex, 352.0
sts405.mps, 10, Local-ILP, 343.0
sts729.mps, 10, SCIP, 656.999999999999
sts729.mps, 10, gurobi(exact), 650.0
sts729.mps, 10, gurobi(heur), 650.0
sts729.mps, 10, FJ, 665.0
sts729.mps, 10, highs, 728.0
sts729.mps, 10, cplex, 729.0
sts729.mps, 10, Local-ILP, 647.0
supportcase10.mps, 10, SCIP, 14.0
supportcase10.mps, 10, gurobi(exact), 15.0
supportcase10.mps, 10, gurobi(heur), 15.0
supportcase10.mps, 10, FJ, 24.0
supportcase10.mps, 10, highs, N/A
supportcase10.mps, 10, cplex, 23.0
supportcase10.mps, 10, Local-ILP, 20.0
supportcase19.mps, 10, SCIP, N/A
supportcase19.mps, 10, gurobi(exact), N/A
supportcase19.mps, 10, gurobi(heur), N/A
supportcase19.mps, 10, FJ, N/A
supportcase19.mps, 10, highs, N/A
supportcase19.mps, 10, cplex, N/A
supportcase19.mps, 10, Local-ILP, N/A
supportcase22.mps, 10, SCIP, N/A
supportcase22.mps, 10, gurobi(exact), N/A
supportcase22.mps, 10, gurobi(heur), N/A
supportcase22.mps, 10, FJ, N/A
supportcase22.mps, 10, highs, N/A
supportcase22.mps, 10, cplex, N/A
supportcase22.mps, 10, Local-ILP, N/A
supportcase2.mps, 10, SCIP, N/A
supportcase2.mps, 10, gurobi(exact), N/A
supportcase2.mps, 10, gurobi(heur), N/A
supportcase2.mps, 10, FJ, 654.0
supportcase2.mps, 10, highs, N/A
supportcase2.mps, 10, cplex, N/A
supportcase2.mps, 10, Local-ILP, 665.0
supportcase30.mps, 10, SCIP, N/A
supportcase30.mps, 10, gurobi(exact), N/A
supportcase30.mps, 10, gurobi(heur), N/A
supportcase30.mps, 10, FJ, N/A
supportcase30.mps, 10, highs, N/A
supportcase30.mps, 10, cplex, N/A
supportcase30.mps, 10, Local-ILP, N/A
supportcase3.mps, 10, SCIP, N/A
supportcase3.mps, 10, gurobi(exact), N/A
supportcase3.mps, 10, gurobi(heur), N/A
supportcase3.mps, 10, FJ, N/A
supportcase3.mps, 10, highs, N/A
supportcase3.mps, 10, cplex, N/A
supportcase3.mps, 10, Local-ILP, N/A
t1717.mps, 10, SCIP, 317206.0
t1717.mps, 10, gurobi(exact), 201342.0
t1717.mps, 10, gurobi(heur), 201342.0
t1717.mps, 10, FJ, 420881.0
t1717.mps, 10, highs, N/A
t1717.mps, 10, cplex, 200300.0
t1717.mps, 10, Local-ILP, 494294.0
t1722.mps, 10, SCIP, 251008.0
t1722.mps, 10, gurobi(exact), 122427.0
t1722.mps, 10, gurobi(heur), 121741.0
t1722.mps, 10, FJ, 277531.0
t1722.mps, 10, highs, N/A
t1722.mps, 10, cplex, 141518.0
t1722.mps, 10, Local-ILP, 275661.0
tokyometro.mps, 10, SCIP, 20716.2999999998
tokyometro.mps, 10, gurobi(exact), N/A
tokyometro.mps, 10, gurobi(heur), N/A
tokyometro.mps, 10, FJ, N/A
tokyometro.mps, 10, highs, N/A
tokyometro.mps, 10, cplex, N/A
tokyometro.mps, 10, Local-ILP, 60625.9
tw-myciel4.mps, 10, SCIP, 11.0
tw-myciel4.mps, 10, gurobi(exact), 10.0
tw-myciel4.mps, 10, gurobi(heur), 10.0
tw-myciel4.mps, 10, FJ, 100000000000.0
tw-myciel4.mps, 10, highs, 10.0
tw-myciel4.mps, 10, cplex, 16.0
tw-myciel4.mps, 10, Local-ILP, 10.0
usafa.mps, 10, SCIP, N/A
usafa.mps, 10, gurobi(exact), 28526.2
usafa.mps, 10, gurobi(heur), 28526.2
usafa.mps, 10, FJ, N/A
usafa.mps, 10, highs, N/A
usafa.mps, 10, cplex, 28526.25
usafa.mps, 10, Local-ILP, N/A
v150d30-2hopcds.mps, 10, SCIP, 45.0
v150d30-2hopcds.mps, 10, gurobi(exact), 45.0
v150d30-2hopcds.mps, 10, gurobi(heur), 45.0
v150d30-2hopcds.mps, 10, FJ, 48.0
v150d30-2hopcds.mps, 10, highs, 43.0
v150d30-2hopcds.mps, 10, cplex, 47.0
v150d30-2hopcds.mps, 10, Local-ILP, 42.0
wnq-n100-mw99-14.mps, 10, SCIP, N/A
wnq-n100-mw99-14.mps, 10, gurobi(exact), 321.0
wnq-n100-mw99-14.mps, 10, gurobi(heur), 321.0
wnq-n100-mw99-14.mps, 10, FJ, 5206.0
wnq-n100-mw99-14.mps, 10, highs, N/A
wnq-n100-mw99-14.mps, 10, cplex, 307.0
wnq-n100-mw99-14.mps, 10, Local-ILP, 4789.0
woodlands09.mps, 10, SCIP, N/A
woodlands09.mps, 10, gurobi(exact), N/A
woodlands09.mps, 10, gurobi(heur), N/A
woodlands09.mps, 10, FJ, N/A
woodlands09.mps, 10, highs, N/A
woodlands09.mps, 10, cplex, N/A
woodlands09.mps, 10, Local-ILP, N/A
z26.mps, 10, SCIP, 0.0
z26.mps, 10, gurobi(exact), -1005.0
z26.mps, 10, gurobi(heur), -1005.0
z26.mps, 10, FJ, -1.0
z26.mps, 10, highs, N/A
z26.mps, 10, cplex, -194.0
z26.mps, 10, Local-ILP, -1041.0
zib01.mps, 10, SCIP, N/A
zib01.mps, 10, gurobi(exact), N/A
zib01.mps, 10, gurobi(heur), N/A
zib01.mps, 10, FJ, N/A
zib01.mps, 10, highs, N/A
zib01.mps, 10, cplex, N/A
zib01.mps, 10, Local-ILP, N/A
zib02.mps, 10, SCIP, N/A
zib02.mps, 10, gurobi(exact), N/A
zib02.mps, 10, gurobi(heur), N/A
zib02.mps, 10, FJ, N/A
zib02.mps, 10, highs, N/A
zib02.mps, 10, cplex, N/A
zib02.mps, 10, Local-ILP, N/A
2club200v15p5scn.mps, 60, SCIP, -28.0
2club200v15p5scn.mps, 60, gurobi(exact), -62.0
2club200v15p5scn.mps, 60, gurobi(heur), -60.0
2club200v15p5scn.mps, 60, FJ, -1.0
2club200v15p5scn.mps, 60, highs, N/A
2club200v15p5scn.mps, 60, cplex, -39.0
2club200v15p5scn.mps, 60, Local-ILP, -68.0
a2864-99blp.mps, 60, SCIP, -71.0
a2864-99blp.mps, 60, gurobi(exact), -72.0
a2864-99blp.mps, 60, gurobi(heur), -72.0
a2864-99blp.mps, 60, FJ, -18.0
a2864-99blp.mps, 60, highs, N/A
a2864-99blp.mps, 60, cplex, -17.0
a2864-99blp.mps, 60, Local-ILP, -74.0
academictimetablebig.mps, 60, SCIP, N/A
academictimetablebig.mps, 60, gurobi(exact), N/A
academictimetablebig.mps, 60, gurobi(heur), N/A
academictimetablebig.mps, 60, FJ, 133607.0
academictimetablebig.mps, 60, highs, N/A
academictimetablebig.mps, 60, cplex, N/A
academictimetablebig.mps, 60, Local-ILP, N/A
bab1.mps, 60, SCIP, -214348.46625
bab1.mps, 60, gurobi(exact), -218326.0
bab1.mps, 60, gurobi(heur), -218519.0
bab1.mps, 60, FJ, -87472.801
bab1.mps, 60, highs, -217407.0405
bab1.mps, 60, cplex, -218764.88525
bab1.mps, 60, Local-ILP, -150625.22525
bab2.mps, 60, SCIP, N/A
bab2.mps, 60, gurobi(exact), N/A
bab2.mps, 60, gurobi(heur), N/A
bab2.mps, 60, FJ, N/A
bab2.mps, 60, highs, N/A
bab2.mps, 60, cplex, N/A
bab2.mps, 60, Local-ILP, N/A
bab3.mps, 60, SCIP, N/A
bab3.mps, 60, gurobi(exact), N/A
bab3.mps, 60, gurobi(heur), N/A
bab3.mps, 60, FJ, N/A
bab3.mps, 60, highs, N/A
bab3.mps, 60, cplex, N/A
bab3.mps, 60, Local-ILP, N/A
bab6.mps, 60, SCIP, N/A
bab6.mps, 60, gurobi(exact), N/A
bab6.mps, 60, gurobi(heur), N/A
bab6.mps, 60, FJ, N/A
bab6.mps, 60, highs, N/A
bab6.mps, 60, cplex, N/A
bab6.mps, 60, Local-ILP, N/A
bley_xs1.mps, 60, SCIP, 8835074.25
bley_xs1.mps, 60, gurobi(exact), 19125100.0
bley_xs1.mps, 60, gurobi(heur), 19125100.0
bley_xs1.mps, 60, FJ, 1.5171775664346896e+17
bley_xs1.mps, 60, highs, N/A
bley_xs1.mps, 60, cplex, 6723276.11
bley_xs1.mps, 60, Local-ILP, 6934614.860000001
bley_xs1noM.mps, 60, SCIP, 8835074.25
bley_xs1noM.mps, 60, gurobi(exact), 4389000.0
bley_xs1noM.mps, 60, gurobi(heur), 4394680.0
bley_xs1noM.mps, 60, FJ, 713930383.58
bley_xs1noM.mps, 60, highs, N/A
bley_xs1noM.mps, 60, cplex, 4528547.39
bley_xs1noM.mps, 60, Local-ILP, 9535409.340000002
cdc7-4-3-2.mps, 60, SCIP, -230.0
cdc7-4-3-2.mps, 60, gurobi(exact), -232.0
cdc7-4-3-2.mps, 60, gurobi(heur), -232.0
cdc7-4-3-2.mps, 60, FJ, -1.0
cdc7-4-3-2.mps, 60, highs, N/A
cdc7-4-3-2.mps, 60, cplex, 0.0
cdc7-4-3-2.mps, 60, Local-ILP, -275.0
circ10-3.mps, 60, SCIP, N/A
circ10-3.mps, 60, gurobi(exact), N/A
circ10-3.mps, 60, gurobi(heur), N/A
circ10-3.mps, 60, FJ, 390.0
circ10-3.mps, 60, highs, N/A
circ10-3.mps, 60, cplex, N/A
circ10-3.mps, 60, Local-ILP, 384.0
comp12-2idx.mps, 60, SCIP, N/A
comp12-2idx.mps, 60, gurobi(exact), 825.0
comp12-2idx.mps, 60, gurobi(heur), 653.0
comp12-2idx.mps, 60, FJ, 2784.0
comp12-2idx.mps, 60, highs, 2195.0
comp12-2idx.mps, 60, cplex, 1263.0
comp12-2idx.mps, 60, Local-ILP, 676.0
comp21-2idx.mps, 60, SCIP, 699.0
comp21-2idx.mps, 60, gurobi(exact), 134.0
comp21-2idx.mps, 60, gurobi(heur), 144.0
comp21-2idx.mps, 60, FJ, 1454.0
comp21-2idx.mps, 60, highs, 283.0
comp21-2idx.mps, 60, cplex, 256.0
comp21-2idx.mps, 60, Local-ILP, 572.0
d10200.mps, 60, SCIP, 12455.0
d10200.mps, 60, gurobi(exact), 12449.0
d10200.mps, 60, gurobi(heur), 12440.0
d10200.mps, 60, FJ, 12933.0
d10200.mps, 60, highs, 12446.0
d10200.mps, 60, cplex, 12439.0
d10200.mps, 60, Local-ILP, 12808.0
d20200.mps, 60, SCIP, 12289.0
d20200.mps, 60, gurobi(exact), 12308.0
d20200.mps, 60, gurobi(heur), 12287.0
d20200.mps, 60, FJ, 13889.0
d20200.mps, 60, highs, 12339.0
d20200.mps, 60, cplex, 12330.0
d20200.mps, 60, Local-ILP, 13681.0
datt256.mps, 60, SCIP, N/A
datt256.mps, 60, gurobi(exact), N/A
datt256.mps, 60, gurobi(heur), N/A
datt256.mps, 60, FJ, N/A
datt256.mps, 60, highs, N/A
datt256.mps, 60, cplex, N/A
datt256.mps, 60, Local-ILP, N/A
ds-big.mps, 60, SCIP, 2348.49774660999
ds-big.mps, 60, gurobi(exact), 62520.0
ds-big.mps, 60, gurobi(heur), 62520.0
ds-big.mps, 60, FJ, 7077.160192
ds-big.mps, 60, highs, N/A
ds-big.mps, 60, cplex, 3765.5748321
ds-big.mps, 60, Local-ILP, 4131.96027998
ds.mps, 60, SCIP, 1350.7675
ds.mps, 60, gurobi(exact), 5166.0
ds.mps, 60, gurobi(heur), 5166.0
ds.mps, 60, FJ, 1517.1625
ds.mps, 60, highs, 4118.885
ds.mps, 60, cplex, 1215.2025
ds.mps, 60, Local-ILP, 884.185
ex1010-pi.mps, 60, SCIP, 252.0
ex1010-pi.mps, 60, gurobi(exact), 272.0
ex1010-pi.mps, 60, gurobi(heur), 265.0
ex1010-pi.mps, 60, FJ, 378.0
ex1010-pi.mps, 60, highs, 639.0
ex1010-pi.mps, 60, cplex, 251.0
ex1010-pi.mps, 60, Local-ILP, 278.0
f2000.mps, 60, SCIP, N/A
f2000.mps, 60, gurobi(exact), N/A
f2000.mps, 60, gurobi(heur), N/A
f2000.mps, 60, FJ, N/A
f2000.mps, 60, highs, N/A
f2000.mps, 60, cplex, N/A
f2000.mps, 60, Local-ILP, N/A
fhnw-sq2.mps, 60, SCIP, N/A
fhnw-sq2.mps, 60, gurobi(exact), N/A
fhnw-sq2.mps, 60, gurobi(heur), N/A
fhnw-sq2.mps, 60, FJ, N/A
fhnw-sq2.mps, 60, highs, N/A
fhnw-sq2.mps, 60, cplex, N/A
fhnw-sq2.mps, 60, Local-ILP, N/A
graph20-80-1rand.mps, 60, SCIP, -1.0
graph20-80-1rand.mps, 60, gurobi(exact), -4.0
graph20-80-1rand.mps, 60, gurobi(heur), -4.0
graph20-80-1rand.mps, 60, FJ, 0.0
graph20-80-1rand.mps, 60, highs, -1.0
graph20-80-1rand.mps, 60, cplex, 0.0
graph20-80-1rand.mps, 60, Local-ILP, -5.0
graph40-20-1rand.mps, 60, SCIP, -1.0
graph40-20-1rand.mps, 60, gurobi(exact), -15.0
graph40-20-1rand.mps, 60, gurobi(heur), -15.0
graph40-20-1rand.mps, 60, FJ, 0.0
graph40-20-1rand.mps, 60, highs, N/A
graph40-20-1rand.mps, 60, cplex, 0.0
graph40-20-1rand.mps, 60, Local-ILP, -4.0
graph40-40-1rand.mps, 60, SCIP, N/A
graph40-40-1rand.mps, 60, gurobi(exact), 0.0
graph40-40-1rand.mps, 60, gurobi(heur), 0.0
graph40-40-1rand.mps, 60, FJ, 0.0
graph40-40-1rand.mps, 60, highs, N/A
graph40-40-1rand.mps, 60, cplex, 0.0
graph40-40-1rand.mps, 60, Local-ILP, -3.0
graph40-80-1rand.mps, 60, SCIP, N/A
graph40-80-1rand.mps, 60, gurobi(exact), 0.0
graph40-80-1rand.mps, 60, gurobi(heur), 0.0
graph40-80-1rand.mps, 60, FJ, 0.0
graph40-80-1rand.mps, 60, highs, N/A
graph40-80-1rand.mps, 60, cplex, 0.0
graph40-80-1rand.mps, 60, Local-ILP, 0.0
hanoi5.mps, 60, SCIP, N/A
hanoi5.mps, 60, gurobi(exact), N/A
hanoi5.mps, 60, gurobi(heur), N/A
hanoi5.mps, 60, FJ, N/A
hanoi5.mps, 60, highs, N/A
hanoi5.mps, 60, cplex, N/A
hanoi5.mps, 60, Local-ILP, N/A
highschool1-aigio.mps, 60, SCIP, N/A
highschool1-aigio.mps, 60, gurobi(exact), N/A
highschool1-aigio.mps, 60, gurobi(heur), N/A
highschool1-aigio.mps, 60, FJ, N/A
highschool1-aigio.mps, 60, highs, N/A
highschool1-aigio.mps, 60, cplex, N/A
highschool1-aigio.mps, 60, Local-ILP, 9864.0
ivu06-big.mps, 60, SCIP, N/A
ivu06-big.mps, 60, gurobi(exact), 9416.0
ivu06-big.mps, 60, gurobi(heur), 9416.0
ivu06-big.mps, 60, FJ, 747.175003
ivu06-big.mps, 60, highs, N/A
